Area,AspectRation,Extent,roundness,Class
-0.7978154857903824,0.4066801594253253,0.8054677407180565,0.37651928918434496,DERMASON
-0.9111749189632291,-1.2902442959392681,-0.5088864363202807,0.9981729834166543,DERMASON
0.9371715792686037,0.2838793542195549,-0.8801389027373826,-1.3313136710867448,BARBUNYA
-0.19304414159845543,2.5432417529190756,-2.5708641022374077,-1.7978549955280423,HOROZ
3.254018783615598,0.010640907782323766,-1.105600703364167,-0.4003835504949331,BOMBAY
-0.4681193758980423,-0.2805581937652817,-0.7968458377440227,-0.055395312794220115,SIRA
-0.6613336845347788,-0.5557224280118259,1.186170526204387,0.8196047605427215,DERMASON
-0.46928077338165114,-0.7507929124946578,-0.45019103001717575,0.9774588544557729,DERMASON
-0.3067555134026987,-1.145268189840419,0.05865822939313519,0.9072268460107279,SEKER
-0.4798389323235493,-1.67516913359181,0.6100559480366495,1.6211018775839077,SEKER
4.702309600766281,0.401863163036367,1.4033110946305454,-0.19887406074827765,BOMBAY
-1.005203066990723,-0.5963094140875835,-0.5776351390068417,0.8867676581472551,DERMASON
-0.47797365757714727,-0.42824628530267644,0.11772868037301588,0.5721297730487652,DERMASON
-0.6975129758423498,-0.4152088247004836,0.921909566006914,0.9096970680277017,DERMASON
-0.5482558022670494,-1.0361153399498,-0.24372295985748,1.4782116765982733,SEKER
-0.06884499857859332,0.10076642324643077,0.9207101830091972,0.07064445863655339,SIRA
-0.46808418203490265,-0.4211533108414617,1.0133893178730886,0.3126985071039203,DERMASON
0.05232747221125799,2.480688795701014,-2.8195441725996613,-1.5327994018679263,HOROZ
0.3894142933629268,1.2290996102874236,1.3068668483150852,-0.9708795403198748,HOROZ
0.1989099121879442,-0.08738680311829633,-1.3404342262724325,-1.6585376841886106,BARBUNYA
0.7791863276346674,0.1574898332849056,-0.11191342427392849,-1.8213222046306614,BARBUNYA
1.5815712133557884,0.5534631308835994,-1.0466744575827798,-0.565317028828706,CALI
-0.7389009588945906,-0.2595208416402053,0.6109734295747615,0.5574812580878534,DERMASON
-0.9484804138912692,-0.2403390420125177,-0.9566679638315395,0.6623854531143933,DERMASON
-0.20191299510964988,0.7968482776851966,-1.1432577408017186,-0.5501762260380398,SIRA
-0.22806203542241768,0.14932938800208892,1.0674465462048064,0.3261455204264327,SIRA
-0.39104481562218574,-1.7416671728405588,0.6872326595756129,1.6974762167744593,SEKER
-0.07426485350210103,0.11923518026773497,-0.840979355084346,0.3252413718984523,SIRA
0.5497575338272203,-1.08481572495638,0.3480792192723383,-0.4255157231299129,BARBUNYA
-0.36183390921626746,0.02898976444176387,-1.384176108297946,-0.08714748008256899,SIRA
-0.7096900524886725,-0.4811316348524307,0.3463802570234537,0.9097523708187499,DERMASON
-0.06113754255100765,1.5251129737191587,0.7027712227544887,-1.341727050771886,HOROZ
-0.32480996519334454,-0.5557396731270693,-0.010801424639598767,0.30103667860124894,SIRA
0.9556483574169256,-0.21435431412407116,1.053857593487144,-0.7310341961759107,BARBUNYA
-0.5065862683096913,-0.6413356409518103,-0.2934722144818641,0.4922801832808854,SIRA
0.7054551843570787,0.18904765898963888,-0.49691520354128405,-0.49891520157255764,BARBUNYA
-0.7099364095306501,-0.29711335867918753,0.6663906741442885,0.9103132278876428,DERMASON
-0.7297857483414186,-0.5560612051293077,0.60489844573408,0.9886460687992944,DERMASON
-0.4675210802246681,-0.4246522818678549,0.6231007590681341,0.771076572569703,SIRA
-0.35074784232727435,-0.10620682645012565,0.917775318665708,0.5009759665952983,SIRA
0.09617902568327504,2.199612219769981,-2.8776375493011477,-2.582738836722494,HOROZ
-0.7066985741218013,-1.746945686929832,-0.06972688383767008,1.5673479983322567,SEKER
-0.13796574578488666,1.9234736686660525,-0.8252275879268478,-1.5184659387489932,HOROZ
